sample_id,expected_material,expected_material_cn,qc_result,grade,defect,disposition,surface_state,red_blue_ratio,nir_mean_800_1000,notes
qc_silver_pass_0091,silver,白银,pass,B,none,release,polished,1.01,0.9451,标称白银饰品，产线质检 ROI
qc_gold_recheck_nir_0012,gold,黄金,recheck,C,none,recheck,brushed,1.94,0.8757,标称黄金，近红外反射略低，边界样本
qc_gold_pass_0073,gold,黄金,pass,B,none,release,polished,2.22,0.9494,标称黄金饰品，产线质检 ROI
qc_gold_recheck_copper_0043,gold,黄金,recheck,C,material_mismatch,recheck,polished,2.42,0.8779,标称黄金，光谱疑似铜色替代
qc_silver_recheck_0018,silver,白银,recheck,C,none,recheck,polished,1.0,0.9049,标称白银，光谱指标边界偏离
qc_silver_fail_ox_0021,silver,白银,fail,C,oxidation,reject,oxidized,1.39,0.4024,标称白银，表面氧化严重
qc_gold_recheck_nir_0001,gold,黄金,recheck,C,none,recheck,brushed,2.14,0.8736,标称黄金，近红外反射略低，边界样本
qc_gold_pass_0034,gold,黄金,pass,B,none,release,brushed,1.98,0.9292,标称黄金饰品，产线质检 ROI
qc_gold_pass_0008,gold,黄金,pass,B,none,release,polished,2.16,0.9363,标称黄金饰品，产线质检 ROI
qc_gold_pass_0072,gold,黄金,pass,B,none,release,brushed,2.16,0.9409,标称黄金饰品，产线质检 ROI
qc_silver_recheck_0010,silver,白银,recheck,C,none,recheck,polished,1.03,0.9046,标称白银，光谱指标边界偏离
qc_silver_fail_plating_0020,silver,白银,fail,C,plating_risk,quarantine,tarnished,1.37,0.8823,标称白银，疑似镀金/镀银
qc_gold_pass_0164,gold,黄金,pass,B,none,release,brushed,2.19,0.9245,标称黄金饰品，产线质检 ROI
qc_silver_pass_0164,silver,白银,pass,B,none,release,polished,1.07,0.9513,标称白银饰品，产线质检 ROI
qc_gold_fail_ox_0043,gold,黄金,fail,C,oxidation,reject,oxidized,1.58,0.3537,标称黄金，表面氧化发黑
qc_gold_pass_0114,gold,黄金,pass,A,none,release,brushed,2.11,0.9262,标称黄金饰品，产线质检 ROI
qc_silver_fail_contam_0033,silver,白银,fail,C,contamination,quarantine,contaminated,1.23,0.6396,标称白银，表面污染
qc_silver_fail_ox_0001,silver,白银,fail,C,oxidation,reject,oxidized,1.85,0.4154,标称白银，表面氧化严重
qc_silver_fail_plating_0022,silver,白银,fail,C,plating_risk,quarantine,tarnished,1.47,0.8765,标称白银，疑似镀金/镀银
qc_gold_fail_mismatch_0028,gold,黄金,fail,C,material_mismatch,reject,polished,2.12,0.8892,标称黄金，材质严重不符
qc_silver_pass_0072,silver,白银,pass,A,none,release,brushed,1.03,0.9475,标称白银饰品，产线质检 ROI
qc_gold_recheck_nir_0039,gold,黄金,recheck,C,none,recheck,polished,2.15,0.8909,标称黄金，近红外反射略低，边界样本
qc_gold_fail_ox_0042,gold,黄金,fail,C,oxidation,reject,oxidized,1.35,0.3438,标称黄金，表面氧化发黑
qc_gold_fail_plating_0046,gold,黄金,fail,C,plating_risk,quarantine,tarnished,1.43,0.891,标称黄金，疑似镀金/镀银
qc_silver_pass_0075,silver,白银,pass,A,none,release,brushed,1.04,0.946,标称白银饰品，产线质检 ROI
qc_silver_recheck_0007,silver,白银,recheck,C,none,recheck,polished,1.05,0.8992,标称白银，光谱指标边界偏离
qc_silver_recheck_0009,silver,白银,recheck,C,none,recheck,polished,0.99,0.9006,标称白银，光谱指标边界偏离
qc_gold_fail_ox_0016,gold,黄金,fail,C,oxidation,reject,oxidized,1.53,0.3733,标称黄金，表面氧化发黑
qc_silver_pass_0036,silver,白银,pass,B,none,release,brushed,1.05,0.9472,标称白银饰品，产线质检 ROI
qc_gold_pass_0032,gold,黄金,pass,A,none,release,brushed,2.11,0.9275,标称黄金饰品，产线质检 ROI
qc_gold_pass_0067,gold,黄金,pass,A,none,release,brushed,2.09,0.9404,标称黄金饰品，产线质检 ROI
qc_silver_pass_0125,silver,白银,pass,B,none,release,polished,1.03,0.9371,标称白银饰品，产线质检 ROI
qc_gold_pass_0136,gold,黄金,pass,A,none,release,polished,2.06,0.9342,标称黄金饰品，产线质检 ROI
qc_silver_pass_0155,silver,白银,pass,B,none,release,polished,1.01,0.9512,标称白银饰品，产线质检 ROI
qc_silver_pass_0029,silver,白银,pass,A,none,release,brushed,1.04,0.9461,标称白银饰品，产线质检 ROI
qc_gold_fail_plating_0047,gold,黄金,fail,C,plating_risk,quarantine,tarnished,1.33,0.8831,标称黄金，疑似镀金/镀银
qc_silver_pass_0004,silver,白银,pass,A,none,release,polished,1.03,0.9453,标称白银饰品，产线质检 ROI
qc_silver_pass_0070,silver,白银,pass,A,none,release,brushed,1.02,0.9593,标称白银饰品，产线质检 ROI
qc_gold_recheck_copper_0026,gold,黄金,recheck,C,material_mismatch,recheck,polished,2.06,0.88,标称黄金，光谱疑似铜色替代
qc_silver_recheck_0005,silver,白银,recheck,C,none,recheck,polished,1.0,0.9105,标称白银，光谱指标边界偏离
qc_gold_pass_0166,gold,黄金,pass,B,none,release,polished,2.02,0.9333,标称黄金饰品，产线质检 ROI
qc_silver_pass_0022,silver,白银,pass,B,none,release,brushed,1.07,0.9456,标称白银饰品，产线质检 ROI
qc_silver_fail_ox_0012,silver,白银,fail,C,oxidation,reject,oxidized,1.18,0.3975,标称白银，表面氧化严重
qc_silver_fail_ox_0054,silver,白银,fail,C,oxidation,reject,oxidized,1.31,0.4011,标称白银，表面氧化严重
qc_gold_recheck_copper_0047,gold,黄金,recheck,C,material_mismatch,recheck,polished,2.12,0.8875,标称黄金，光谱疑似铜色替代
qc_gold_fail_contam_0046,gold,黄金,fail,C,contamination,quarantine,contaminated,1.16,0.6745,标称黄金，表面污染
qc_gold_fail_ox_0040,gold,黄金,fail,C,oxidation,reject,oxidized,1.57,0.4014,标称黄金，表面氧化发黑
qc_silver_fail_plating_0054,silver,白银,fail,C,plating_risk,quarantine,tarnished,1.36,0.867,标称白银，疑似镀金/镀银
qc_gold_recheck_copper_0028,gold,黄金,recheck,C,material_mismatch,recheck,polished,2.0,0.9057,标称黄金，光谱疑似铜色替代
qc_gold_pass_0094,gold,黄金,pass,B,none,release,polished,2.19,0.9367,标称黄金饰品，产线质检 ROI
qc_silver_fail_plating_0013,silver,白银,fail,C,plating_risk,quarantine,tarnished,1.46,0.8779,标称白银，疑似镀金/镀银
qc_silver_recheck_0020,silver,白银,recheck,C,none,recheck,polished,1.02,0.9135,标称白银，光谱指标边界偏离
qc_gold_fail_contam_0017,gold,黄金,fail,C,contamination,quarantine,contaminated,1.26,0.6462,标称黄金，表面污染
qc_gold_fail_ox_0007,gold,黄金,fail,C,oxidation,reject,oxidized,1.81,0.3926,标称黄金，表面氧化发黑
qc_gold_pass_0171,gold,黄金,pass,B,none,release,brushed,1.96,0.938,标称黄金饰品，产线质检 ROI
qc_silver_pass_0080,silver,白银,pass,B,none,release,brushed,1.05,0.9425,标称白银饰品，产线质检 ROI
qc_gold_fail_mismatch_0005,gold,黄金,fail,C,material_mismatch,reject,polished,1.09,0.8825,标称黄金，材质严重不符
qc_silver_pass_0157,silver,白银,pass,B,none,release,brushed,1.02,0.933,标称白银饰品，产线质检 ROI
qc_gold_pass_0024,gold,黄金,pass,A,none,release,polished,2.13,0.9369,标称黄金饰品，产线质检 ROI
qc_gold_recheck_nir_0003,gold,黄金,recheck,C,none,recheck,polished,1.95,0.8788,标称黄金，近红外反射略低，边界样本
qc_gold_fail_ox_0009,gold,黄金,fail,C,oxidation,reject,oxidized,1.26,0.3926,标称黄金，表面氧化发黑
qc_gold_fail_mismatch_0053,gold,黄金,fail,C,material_mismatch,reject,polished,2.08,0.8917,标称黄金，材质严重不符
qc_gold_pass_0083,gold,黄金,pass,A,none,release,brushed,2.04,0.9386,标称黄金饰品，产线质检 ROI
qc_silver_fail_ox_0004,silver,白银,fail,C,oxidation,reject,oxidized,1.37,0.3954,标称白银，表面氧化严重
qc_gold_fail_contam_0011,gold,黄金,fail,C,contamination,quarantine,contaminated,1.26,0.6702,标称黄金，表面污染
qc_gold_fail_contam_0001,gold,黄金,fail,C,contamination,quarantine,contaminated,1.25,0.6629,标称黄金，表面污染
qc_gold_pass_0142,gold,黄金,pass,B,none,release,polished,2.03,0.9353,标称黄金饰品，产线质检 ROI
qc_silver_pass_0054,silver,白银,pass,A,none,release,brushed,1.03,0.9457,标称白银饰品，产线质检 ROI
qc_silver_fail_contam_0010,silver,白银,fail,C,contamination,quarantine,contaminated,1.31,0.6652,标称白银，表面污染
qc_gold_pass_0030,gold,黄金,pass,A,none,release,polished,2.05,0.9378,标称黄金饰品，产线质检 ROI
qc_gold_fail_mismatch_0042,gold,黄金,fail,C,material_mismatch,reject,polished,2.25,0.8964,标称黄金，材质严重不符
qc_silver_pass_0018,silver,白银,pass,A,none,release,brushed,1.03,0.9516,标称白银饰品，产线质检 ROI
qc_gold_recheck_nir_0005,gold,黄金,recheck,C,none,recheck,polished,2.01,0.8844,标称黄金，近红外反射略低，边界样本
qc_gold_fail_mismatch_0014,gold,黄金,fail,C,material_mismatch,reject,polished,2.15,0.8993,标称黄金，材质严重不符
qc_silver_fail_mismatch_0054,silver,白银,fail,C,material_mismatch,reject,polished,1.09,0.8867,标称白银，材质严重不符
qc_silver_fail_contam_0045,silver,白银,fail,C,contamination,quarantine,contaminated,1.13,0.6757,标称白银，表面污染
qc_gold_fail_ox_0019,gold,黄金,fail,C,oxidation,reject,oxidized,1.54,0.3932,标称黄金，表面氧化发黑
qc_gold_recheck_copper_0041,gold,黄金,recheck,C,material_mismatch,recheck,polished,2.17,0.8841,标称黄金，光谱疑似铜色替代
qc_gold_pass_0101,gold,黄金,pass,A,none,release,polished,2.06,0.939,标称黄金饰品，产线质检 ROI
qc_silver_fail_plating_0012,silver,白银,fail,C,plating_risk,quarantine,tarnished,1.45,0.884,标称白银，疑似镀金/镀银
qc_silver_pass_0001,silver,白银,pass,B,none,release,brushed,1.05,0.9519,标称白银饰品，产线质检 ROI
qc_silver_fail_contam_0048,silver,白银,fail,C,contamination,quarantine,contaminated,1.23,0.6574,标称白银，表面污染
qc_gold_fail_mismatch_0032,gold,黄金,fail,C,material_mismatch,reject,polished,2.22,0.9104,标称黄金，材质严重不符
qc_silver_pass_0167,silver,白银,pass,B,none,release,brushed,1.07,0.9519,标称白银饰品，产线质检 ROI
qc_silver_fail_mismatch_0038,silver,白银,fail,C,material_mismatch,reject,polished,2.26,0.9074,标称白银，材质严重不符
qc_gold_pass_0004,gold,黄金,pass,B,none,release,polished,1.9,0.9305,标称黄金饰品，产线质检 ROI
qc_silver_pass_0120,silver,白银,pass,B,none,release,brushed,1.06,0.9478,标称白银饰品，产线质检 ROI
qc_gold_recheck_copper_0058,gold,黄金,recheck,C,material_mismatch,recheck,polished,2.49,0.8971,标称黄金，光谱疑似铜色替代
qc_silver_pass_0006,silver,白银,pass,A,none,release,polished,1.02,0.9423,标称白银饰品，产线质检 ROI
qc_gold_pass_0161,gold,黄金,pass,A,none,release,brushed,2.14,0.9268,标称黄金饰品，产线质检 ROI
qc_gold_recheck_nir_0045,gold,黄金,recheck,C,none,recheck,polished,2.26,0.8685,标称黄金，近红外反射略低，边界样本
qc_silver_pass_0118,silver,白银,pass,A,none,release,brushed,1.04,0.9477,标称白银饰品，产线质检 ROI
qc_silver_recheck_0012,silver,白银,recheck,C,none,recheck,polished,1.07,0.9013,标称白银，光谱指标边界偏离
qc_silver_fail_mismatch_0031,silver,白银,fail,C,material_mismatch,reject,polished,1.12,0.8937,标称白银，材质严重不符
qc_silver_recheck_0043,silver,白银,recheck,C,none,recheck,polished,1.05,0.906,标称白银，光谱指标边界偏离
qc_gold_recheck_copper_0062,gold,黄金,recheck,C,material_mismatch,recheck,polished,2.34,0.8966,标称黄金，光谱疑似铜色替代
qc_silver_pass_0055,silver,白银,pass,B,none,release,brushed,1.01,0.9555,标称白银饰品，产线质检 ROI
qc_gold_recheck_copper_0050,gold,黄金,recheck,C,material_mismatch,recheck,polished,2.12,0.8945,标称黄金，光谱疑似铜色替代
qc_silver_fail_ox_0034,silver,白银,fail,C,oxidation,reject,oxidized,1.25,0.4088,标称白银，表面氧化严重
qc_silver_fail_ox_0037,silver,白银,fail,C,oxidation,reject,oxidized,1.39,0.3999,标称白银，表面氧化严重
qc_silver_fail_ox_0003,silver,白银,fail,C,oxidation,reject,oxidized,1.72,0.4057,标称白银，表面氧化严重
qc_silver_pass_0150,silver,白银,pass,B,none,release,brushed,1.05,0.9447,标称白银饰品，产线质检 ROI
qc_silver_fail_contam_0028,silver,白银,fail,C,contamination,quarantine,contaminated,1.24,0.6611,标称白银，表面污染
qc_gold_fail_mismatch_0037,gold,黄金,fail,C,material_mismatch,reject,polished,2.21,0.8952,标称黄金，材质严重不符
qc_silver_fail_contam_0025,silver,白银,fail,C,contamination,quarantine,contaminated,1.24,0.6486,标称白银，表面污染
qc_gold_fail_plating_0016,gold,黄金,fail,C,plating_risk,quarantine,tarnished,1.36,0.8907,标称黄金，疑似镀金/镀银
qc_silver_fail_contam_0057,silver,白银,fail,C,contamination,quarantine,contaminated,1.24,0.6774,标称白银，表面污染
qc_gold_pass_0109,gold,黄金,pass,B,none,release,polished,2.02,0.9237,标称黄金饰品，产线质检 ROI
qc_silver_fail_contam_0022,silver,白银,fail,C,contamination,quarantine,contaminated,1.18,0.6711,标称白银，表面污染
qc_gold_recheck_copper_0020,gold,黄金,recheck,C,material_mismatch,recheck,polished,2.17,0.9062,标称黄金，光谱疑似铜色替代
qc_gold_fail_mismatch_0045,gold,黄金,fail,C,material_mismatch,reject,polished,2.28,0.8907,标称黄金，材质严重不符
qc_silver_pass_0152,silver,白银,pass,B,none,release,polished,1.01,0.9531,标称白银饰品，产线质检 ROI
qc_silver_pass_0110,silver,白银,pass,B,none,release,polished,1.01,0.9428,标称白银饰品，产线质检 ROI
qc_gold_fail_ox_0038,gold,黄金,fail,C,oxidation,reject,oxidized,1.86,0.3909,标称黄金，表面氧化发黑
qc_gold_recheck_nir_0013,gold,黄金,recheck,C,none,recheck,brushed,2.12,0.895,标称黄金，近红外反射略低，边界样本
qc_silver_pass_0047,silver,白银,pass,B,none,release,polished,1.04,0.938,标称白银饰品，产线质检 ROI
qc_silver_fail_mismatch_0026,silver,白银,fail,C,material_mismatch,reject,polished,1.06,0.8893,标称白银，材质严重不符
